"customer_id","age","gender","marital_status","education_level","annual_income","loan_amount","credit_score","employment_years","employment_type","loan_purpose","home_ownership","debt_to_income_ratio","existing_loans","loan_term_months","interest_rate","loan_status","application_date","application_year","application_month","income_bracket","credit_score_band"
374893642,60.0,"Male","Married","High School",25038.62,167798.85,679.0,11.5,"Self-Employed","Business","Mortgage",0.716,1.0,24.0,16.61,"Approved","2016-08-05",2016.0,8.0,"Lower-Mid (20-40K)","Good"
280943871,28.0,"Other","Unknown","Master",47768.79,303608.71,698.0,15.6,"Full-Time","Personal","Own",0.072,0.0,60.0,8.52,"Rejected","2023-08-22",2023.0,8.0,"Upper-Mid (40-60K)","Good"
633307952,52.0,"Female","Married","High School",156002.20,318210.84,699.0,19.7,"Full-Time","Business","Mortgage",0.362,2.0,36.0,22.36,"Rejected","2017-04-12",2017.0,4.0,"High (60K+)","Good"
673103464,38.0,"Female","Married","Master",33257.31,370482.79,552.0,33.0,"Full-Time","Business","Own",0.299,1.0,60.0,16.73,"Approved",NULL,NULL,NULL,"Lower-Mid (20-40K)","Poor"
978145311,32.0,"Unknown","Married","Bachelor",31661.11,337693.75,453.0,2.3,"Unknown","Education","Own",0.440,1.0,60.0,22.93,"Rejected",NULL,NULL,NULL,"Lower-Mid (20-40K)","Poor"
225907943,57.0,"Male","Widowed","Bachelor",3872.44,73412.82,683.0,22.9,"Full-Time","Home","Mortgage",0.554,0.0,180.0,8.69,"Rejected","2023-01-07",2023.0,1.0,"Low (<20K)","Good"
464908703,46.0,"Male","Single","Master",33257.31,351352.50,751.0,16.0,"Full-Time","Personal","Rent",0.565,0.0,48.0,5.90,"Approved","2019-09-17",2019.0,9.0,"Lower-Mid (20-40K)","Very Good"
983374513,38.0,"Unknown","Married","Bachelor",22323.63,355142.94,631.0,10.3,"Part-Time","Car","Rent",0.073,2.0,240.0,15.28,"Approved","2018-09-29",2018.0,9.0,"Lower-Mid (20-40K)","Fair"
994461455,39.0,"Male","Single","Unknown",20611.36,322805.88,712.0,25.5,"Full-Time","Personal","Own",0.659,2.0,360.0,23.76,"Approved","2019-12-15",2019.0,12.0,"Lower-Mid (20-40K)","Good"
912927737,33.0,"Male","Single","Bachelor",22052.87,412773.21,679.0,7.3,"Part-Time","Business","Mortgage",0.432,1.0,360.0,10.12,"Approved","2024-08-24",2024.0,8.0,"Lower-Mid (20-40K)","Good"
766555270,66.0,"Female","Single","Bachelor",31008.97,426769.99,509.0,36.4,"Full-Time","Business","Unknown",0.276,1.0,120.0,8.00,"Rejected","2017-04-27",2017.0,4.0,"Lower-Mid (20-40K)","Poor"
407897849,35.0,"Male","Unknown","Diploma",22831.27,327287.25,594.0,16.3,"Self-Employed","Car","Rent",0.556,0.0,36.0,3.61,"Rejected","2019-11-30",2019.0,11.0,"Lower-Mid (20-40K)","Fair"
981382996,27.0,"Female","Unknown","High School",32317.98,35255.23,579.0,22.9,"Full-Time","Home","Mortgage",0.810,0.0,36.0,21.99,"Approved","2021-02-02",2021.0,2.0,"Lower-Mid (20-40K)","Poor"
978029462,45.0,"Unknown","Single","High School",42699.35,379642.24,679.0,28.8,"Full-Time","Unknown","Mortgage",0.685,3.0,12.0,6.74,"Approved","2017-10-21",2017.0,10.0,"Upper-Mid (40-60K)","Good"
165133457,40.0,"Female","Single","Unknown",92270.36,358723.44,659.0,36.5,"Unknown","Personal","Mortgage",0.793,1.0,240.0,13.88,"Approved",NULL,NULL,NULL,"High (60K+)","Fair"
664013599,50.0,"Female","Single","Bachelor",32694.77,442607.93,706.0,9.1,"Full-Time","Personal","Own",0.553,0.0,360.0,17.10,"Rejected","2020-07-22",2020.0,7.0,"Lower-Mid (20-40K)","Good"
233240263,51.0,"Female","Single","Bachelor",33257.31,457163.40,650.0,1.6,"Unknown","Home","Mortgage",0.518,2.0,60.0,20.54,"Approved",NULL,NULL,NULL,"Lower-Mid (20-40K)","Fair"
664841770,44.0,"Male","Single","Unknown",65019.51,238658.83,627.0,17.8,"Full-Time","Business","Own",0.064,2.0,60.0,7.74,"Rejected","2023-08-25",2023.0,8.0,"High (60K+)","Fair"
271308891,46.0,"Female","Single","Bachelor",60602.07,404184.13,685.0,1.4,"Part-Time","Business","Rent",0.749,2.0,120.0,24.57,"Rejected","2018-05-29",2018.0,5.0,"High (60K+)","Good"
342683237,46.0,"Male","Married","Bachelor",31962.45,421782.63,628.0,27.3,"Self-Employed","Education","Own",0.205,1.0,48.0,5.26,"Rejected","2020-11-17",2020.0,11.0,"Lower-Mid (20-40K)","Fair"
571411709,46.0,"Female","Married","High School",17615.01,485759.67,780.0,30.8,"Unemployed","Personal","Own",0.090,1.0,24.0,6.05,"Approved","2023-06-20",2023.0,6.0,"Low (<20K)","Very Good"
514275487,73.0,"Female","Single","Diploma",24308.26,215306.95,758.0,19.7,"Full-Time","Medical","Mortgage",0.783,2.0,240.0,8.69,"Approved","2022-12-29",2022.0,12.0,"Lower-Mid (20-40K)","Very Good"
334154298,47.0,"Male","Divorced","Master",33257.31,67707.76,535.0,4.9,"Full-Time","Car","Unknown",0.646,0.0,360.0,13.62,"Rejected","2020-05-25",2020.0,5.0,"Lower-Mid (20-40K)","Poor"
978244262,32.0,"Male","Married","Bachelor",22081.40,247530.12,741.0,0.9,"Self-Employed","Personal","Unknown",0.224,1.0,360.0,23.01,"Approved","2016-10-27",2016.0,10.0,"Lower-Mid (20-40K)","Very Good"
453649841,37.0,"Female","Single","High School",33257.31,247530.12,850.0,6.3,"Full-Time","Business","Own",0.742,2.0,12.0,8.66,"Approved","2018-09-05",2018.0,9.0,"Lower-Mid (20-40K)","Excellent"
613858286,38.0,"Other","Married","Master",23254.83,247530.12,569.0,19.7,"Part-Time","Personal","Own",0.310,0.0,360.0,13.70,"Rejected","2025-11-12",2025.0,11.0,"Lower-Mid (20-40K)","Poor"
813283968,35.0,"Male","Married","High School",48561.95,209030.04,679.0,25.1,"Full-Time","Home","Mortgage",0.032,1.0,60.0,17.50,"Approved","2016-02-02",2016.0,2.0,"Upper-Mid (40-60K)","Good"
272909335,40.0,"Unknown","Unknown","Bachelor",117697.70,70305.89,662.0,19.7,"Unemployed","Personal","Rent",0.843,0.0,60.0,3.07,"Approved","2021-02-01",2021.0,2.0,"High (60K+)","Fair"
367588615,42.0,"Other","Unknown","High School",60669.21,135517.57,770.0,35.8,"Self-Employed","Unknown","Own",0.488,1.0,48.0,4.39,"Approved","2023-08-06",2023.0,8.0,"High (60K+)","Very Good"
955532800,46.0,"Male","Married","Diploma",39596.29,93933.33,823.0,4.7,"Full-Time","Business","Rent",0.739,0.0,60.0,6.02,"Approved","2024-09-10",2024.0,9.0,"Lower-Mid (20-40K)","Excellent"
421344827,61.0,"Male","Single","High School",38269.32,464327.23,850.0,6.9,"Self-Employed","Car","Mortgage",0.404,3.0,180.0,5.71,"Approved","2021-05-11",2021.0,5.0,"Lower-Mid (20-40K)","Excellent"
558200222,62.0,"Male","Widowed","Bachelor",33018.90,276690.33,703.0,15.6,"Full-Time","Home","Mortgage",0.594,1.0,360.0,15.73,"Approved","2021-07-28",2021.0,7.0,"Lower-Mid (20-40K)","Good"
240451803,69.0,"Male","Married","High School",101658.13,57725.90,576.0,22.6,"Unemployed","Car","Own",0.432,3.0,24.0,11.98,"Approved","2018-11-19",2018.0,11.0,"High (60K+)","Poor"
958628579,53.0,"Unknown","Divorced","Unknown",41258.69,283131.73,731.0,11.1,"Part-Time","Business","Own",0.768,3.0,36.0,5.57,"Approved","2016-01-21",2016.0,1.0,"Upper-Mid (40-60K)","Good"
285010426,34.0,"Male","Single","High School",33257.31,130779.11,714.0,10.3,"Full-Time","Car","Rent",0.227,3.0,60.0,8.46,"Approved","2019-08-21",2019.0,8.0,"Lower-Mid (20-40K)","Good"
181597360,22.0,"Female","Unknown","High School",85030.44,495541.26,650.0,35.4,"Full-Time","Car","Own",0.432,3.0,60.0,16.66,"Approved","2016-09-05",2016.0,9.0,"High (60K+)","Fair"
566235796,41.0,"Male","Single","High School",17306.39,381228.33,570.0,21.5,"Full-Time","Business","Mortgage",0.594,3.0,60.0,21.47,"Rejected","2017-08-14",2017.0,8.0,"Low (<20K)","Poor"
934316480,26.0,"Male","Divorced","High School",27009.53,274956.00,692.0,5.9,"Full-Time","Home","Unknown",0.739,1.0,12.0,17.78,"Rejected","2017-05-07",2017.0,5.0,"Lower-Mid (20-40K)","Good"
168045627,46.0,"Female","Single","Bachelor",16046.15,159283.06,811.0,28.8,"Full-Time","Car","Own",0.390,2.0,24.0,24.36,"Approved","2025-12-01",2025.0,12.0,"Low (<20K)","Excellent"
374982632,35.0,"Female","Single","Phd",113861.00,331794.45,679.0,15.9,"Full-Time","Home","Own",0.778,1.0,24.0,17.95,"Approved","2023-06-04",2023.0,6.0,"High (60K+)","Good"
525791686,46.0,"Female","Single","Diploma",60972.30,19616.08,630.0,16.1,"Unemployed","Education","Mortgage",0.058,0.0,24.0,15.04,"Approved","2025-06-16",2025.0,6.0,"High (60K+)","Fair"
997681570,45.0,"Male","Divorced","Bachelor",40766.96,282785.41,713.0,7.0,"Full-Time","Medical","Mortgage",0.595,3.0,36.0,9.37,"Rejected","2021-09-25",2021.0,9.0,"Upper-Mid (40-60K)","Good"
615393392,26.0,"Female","Single","Bachelor",24201.45,265416.49,709.0,16.5,"Full-Time","Business","Mortgage",0.303,1.0,60.0,15.40,"Approved",NULL,NULL,NULL,"Lower-Mid (20-40K)","Good"
753276849,62.0,"Female","Married","Unknown",33257.31,494364.12,659.0,18.5,"Part-Time","Car","Own",0.237,0.0,120.0,16.43,"Approved","2019-04-22",2019.0,4.0,"Lower-Mid (20-40K)","Fair"
837618509,46.0,"Female","Married","High School",38363.47,499736.65,692.0,28.5,"Self-Employed","Car","Unknown",0.738,1.0,48.0,9.00,"Approved","2017-12-09",2017.0,12.0,"Lower-Mid (20-40K)","Good"
389707036,64.0,"Female","Divorced","Diploma",41136.16,179445.70,679.0,4.9,"Full-Time","Business","Own",0.371,2.0,48.0,12.18,"Rejected","2017-03-08",2017.0,3.0,"Upper-Mid (40-60K)","Good"
820955268,35.0,"Female","Divorced","High School",21775.44,52782.33,669.0,20.9,"Part-Time","Business","Mortgage",0.758,3.0,24.0,3.16,"Approved","2018-08-27",2018.0,8.0,"Lower-Mid (20-40K)","Fair"
896595193,43.0,"Male","Married","High School",22947.76,406949.06,694.0,13.7,"Unemployed","Education","Mortgage",0.305,5.0,36.0,9.89,"Approved","2017-10-07",2017.0,10.0,"Lower-Mid (20-40K)","Good"
827678142,37.0,"Female","Unknown","Bachelor",39079.21,247530.12,793.0,23.4,"Full-Time","Business","Mortgage",0.061,0.0,360.0,4.30,"Approved","2017-07-27",2017.0,7.0,"Lower-Mid (20-40K)","Very Good"
283271727,22.0,"Female","Married","Phd",41786.49,396525.12,580.0,16.6,"Full-Time","Home","Other",0.456,2.0,48.0,19.32,"Approved","2023-06-11",2023.0,6.0,"Upper-Mid (40-60K)","Poor"
158084647,30.0,"Male","Single","Master",57167.18,468435.76,790.0,19.7,"Self-Employed","Personal","Own",0.073,2.0,60.0,23.45,"Approved","2023-02-17",2023.0,2.0,"Upper-Mid (40-60K)","Very Good"
166151903,74.0,"Female","Single","Master",13843.90,433199.60,657.0,16.2,"Full-Time","Personal","Mortgage",0.517,2.0,60.0,3.22,"Approved","2024-04-20",2024.0,4.0,"Low (<20K)","Fair"
518973783,46.0,"Male","Single","Bachelor",32440.32,473522.27,752.0,5.0,"Full-Time","Home","Own",0.089,1.0,48.0,24.60,"Rejected","2021-09-03",2021.0,9.0,"Lower-Mid (20-40K)","Very Good"
476678926,71.0,"Female","Single","Unknown",27963.42,87500.23,679.0,30.7,"Part-Time","Home","Rent",0.011,1.0,60.0,12.39,"Approved","2020-11-19",2020.0,11.0,"Lower-Mid (20-40K)","Good"
572743440,59.0,"Male","Married","Master",39694.56,343244.40,712.0,39.9,"Full-Time","Home","Mortgage",0.377,2.0,48.0,10.54,"Approved","2023-01-08",2023.0,1.0,"Lower-Mid (20-40K)","Good"
804517265,43.0,"Unknown","Single","High School",24210.67,493621.91,750.0,8.7,"Unemployed","Personal","Mortgage",0.616,1.0,120.0,24.82,"Rejected","2018-06-21",2018.0,6.0,"Lower-Mid (20-40K)","Very Good"
563270023,59.0,"Unknown","Single","High School",36591.69,162734.40,584.0,29.5,"Full-Time","Personal","Mortgage",0.335,0.0,360.0,13.88,"Approved","2020-06-26",2020.0,6.0,"Lower-Mid (20-40K)","Fair"
163215933,47.0,"Female","Unknown","Phd",23006.70,391507.19,581.0,19.7,"Part-Time","Personal","Own",0.803,2.0,60.0,13.88,"Rejected","2019-09-28",2019.0,9.0,"Lower-Mid (20-40K)","Fair"
604600903,61.0,"Other","Single","High School",23177.90,42282.47,722.0,14.5,"Full-Time","Home","Rent",0.211,0.0,36.0,20.57,"Approved","2022-11-27",2022.0,11.0,"Lower-Mid (20-40K)","Good"
128583154,35.0,"Female","Single","Bachelor",173050.50,493681.67,679.0,9.1,"Full-Time","Home","Mortgage",0.521,1.0,120.0,3.39,"Rejected","2021-03-09",2021.0,3.0,"High (60K+)","Good"
394266915,25.0,"Female","Married","High School",25083.11,391258.68,653.0,38.2,"Self-Employed","Car","Mortgage",0.320,2.0,36.0,13.88,"Rejected",NULL,NULL,NULL,"Lower-Mid (20-40K)","Fair"
552027760,72.0,"Male","Married","High School",19748.78,401667.72,728.0,3.9,"Full-Time","Unknown","Mortgage",0.376,1.0,180.0,2.97,"Approved","2024-05-08",2024.0,5.0,"Low (<20K)","Good"
450337472,29.0,"Male","Married","Master",33257.31,346129.35,827.0,6.0,"Self-Employed","Home","Own",0.566,2.0,24.0,11.28,"Approved","2025-12-16",2025.0,12.0,"Lower-Mid (20-40K)","Excellent"
281098901,71.0,"Unknown","Single","High School",33257.31,225207.46,558.0,35.6,"Part-Time","Personal","Mortgage",0.745,2.0,240.0,14.58,"Approved","2019-09-17",2019.0,9.0,"Lower-Mid (20-40K)","Poor"
949389405,41.0,"Male","Married","Master",32524.00,212878.12,791.0,10.1,"Full-Time","Car","Own",0.789,1.0,24.0,16.95,"Approved","2020-02-16",2020.0,2.0,"Lower-Mid (20-40K)","Very Good"
195507614,48.0,"Female","Married","High School",8762.43,105754.04,747.0,25.4,"Unemployed","Personal","Own",0.057,1.0,240.0,12.53,"Approved","2021-05-02",2021.0,5.0,"Low (<20K)","Very Good"
950134089,50.0,"Male","Single","Unknown",107009.17,16064.06,779.0,3.4,"Unemployed","Personal","Own",0.530,3.0,120.0,13.80,"Rejected","2020-10-13",2020.0,10.0,"High (60K+)","Very Good"
887985081,49.0,"Female","Married","Bachelor",33257.31,216355.85,670.0,19.7,"Self-Employed","Home","Unknown",0.710,1.0,36.0,19.19,"Rejected","2019-10-31",2019.0,10.0,"Lower-Mid (20-40K)","Fair"
460507320,60.0,"Male","Married","Unknown",37862.93,43953.01,698.0,7.7,"Unknown","Unknown","Mortgage",0.135,2.0,12.0,4.37,"Approved","2018-04-22",2018.0,4.0,"Lower-Mid (20-40K)","Good"
127566960,73.0,"Female","Married","High School",32465.21,150962.32,752.0,7.1,"Full-Time","Business","Mortgage",0.171,1.0,36.0,11.54,"Approved","2017-06-12",2017.0,6.0,"Lower-Mid (20-40K)","Very Good"
306602377,24.0,"Male","Single","Bachelor",29706.64,464142.27,706.0,25.7,"Self-Employed","Personal","Mortgage",0.616,1.0,240.0,7.00,"Rejected","2024-07-12",2024.0,7.0,"Lower-Mid (20-40K)","Good"
333185921,54.0,"Female","Married","Phd",29494.34,304409.97,806.0,16.5,"Full-Time","Unknown","Unknown",0.362,1.0,24.0,20.33,"Approved","2025-04-01",2025.0,4.0,"Lower-Mid (20-40K)","Excellent"
305491092,58.0,"Male","Married","Bachelor",45774.50,64009.79,657.0,26.6,"Full-Time","Personal","Unknown",0.728,1.0,180.0,2.86,"Approved","2016-12-08",2016.0,12.0,"Upper-Mid (40-60K)","Fair"
418040080,70.0,"Male","Single","Unknown",22309.68,444341.51,717.0,19.7,"Self-Employed","Education","Rent",0.046,1.0,24.0,16.64,"Rejected","2020-04-22",2020.0,4.0,"Lower-Mid (20-40K)","Good"
785838991,61.0,"Male","Divorced","Bachelor",45064.85,247530.12,668.0,24.7,"Self-Employed","Personal","Mortgage",0.666,5.0,120.0,17.48,"Approved","2022-03-13",2022.0,3.0,"Upper-Mid (40-60K)","Fair"
100794218,58.0,"Unknown","Single","Bachelor",35625.01,158293.01,621.0,1.5,"Full-Time","Business","Own",0.507,3.0,24.0,20.36,"Approved",NULL,NULL,NULL,"Lower-Mid (20-40K)","Fair"
796052954,37.0,"Female","Married","Master",29024.05,220062.51,597.0,23.1,"Full-Time","Home","Mortgage",0.084,1.0,180.0,9.86,"Rejected","2017-03-01",2017.0,3.0,"Lower-Mid (20-40K)","Fair"
347175801,49.0,"Female","Unknown","Diploma",57116.40,467515.35,757.0,37.1,"Unknown","Car","Own",0.087,1.0,12.0,24.69,"Approved","2022-07-30",2022.0,7.0,"Upper-Mid (40-60K)","Very Good"
285748418,57.0,"Male","Divorced","Master",27532.27,492922.16,619.0,24.9,"Part-Time","Home","Unknown",0.632,1.0,24.0,4.90,"Rejected","2020-08-26",2020.0,8.0,"Lower-Mid (20-40K)","Fair"
492184851,36.0,"Male","Unknown","Master",34317.98,217937.50,686.0,34.0,"Full-Time","Home","Rent",0.525,4.0,60.0,21.17,"Approved","2018-05-19",2018.0,5.0,"Lower-Mid (20-40K)","Good"
882201925,39.0,"Unknown","Single","High School",63426.25,77271.63,786.0,11.0,"Full-Time","Home","Other",0.365,1.0,60.0,14.10,"Approved","2021-04-09",2021.0,4.0,"High (60K+)","Very Good"
206295117,46.0,"Unknown","Married","Master",19165.70,16448.46,685.0,19.7,"Self-Employed","Unknown","Mortgage",0.126,2.0,180.0,11.15,"Rejected","2020-01-04",2020.0,1.0,"Low (<20K)","Good"
520937282,39.0,"Male","Single","High School",25136.33,213133.98,781.0,25.5,"Full-Time","Personal","Own",0.088,3.0,12.0,20.34,"Approved","2023-12-21",2023.0,12.0,"Lower-Mid (20-40K)","Very Good"
967653352,64.0,"Male","Married","Master",33257.31,151759.72,602.0,21.3,"Self-Employed","Home","Own",0.641,0.0,120.0,10.23,"Approved","2018-06-22",2018.0,6.0,"Lower-Mid (20-40K)","Fair"
157708326,49.0,"Female","Widowed","High School",97321.23,31018.81,797.0,28.8,"Full-Time","Business","Own",0.432,0.0,60.0,10.52,"Approved","2016-07-18",2016.0,7.0,"High (60K+)","Very Good"
666416415,42.0,"Female","Married","Bachelor",22308.51,1496.68,663.0,4.8,"Part-Time","Personal","Own",0.159,3.0,60.0,6.67,"Approved","2019-03-03",2019.0,3.0,"Lower-Mid (20-40K)","Fair"
663420683,43.0,"Male","Single","Bachelor",36864.18,347915.18,602.0,4.4,"Full-Time","Car","Mortgage",0.634,3.0,120.0,10.49,"Approved","2020-04-10",2020.0,4.0,"Lower-Mid (20-40K)","Fair"
400386006,51.0,"Female","Single","Bachelor",18009.82,270512.52,776.0,22.0,"Full-Time","Car","Rent",0.360,2.0,48.0,23.62,"Approved","2024-08-28",2024.0,8.0,"Low (<20K)","Very Good"
228039743,36.0,"Other","Divorced","High School",66989.06,288132.05,716.0,27.3,"Full-Time","Unknown","Own",0.432,4.0,12.0,20.70,"Approved","2018-02-02",2018.0,2.0,"High (60K+)","Good"
831853760,50.0,"Male","Divorced","Bachelor",17688.23,247530.12,624.0,26.0,"Part-Time","Personal","Own",0.799,1.0,24.0,22.40,"Approved","2018-11-21",2018.0,11.0,"Low (<20K)","Fair"
761120021,32.0,"Female","Married","Bachelor",34761.81,247530.12,548.0,5.3,"Full-Time","Home","Mortgage",0.432,4.0,36.0,14.59,"Approved","2023-06-19",2023.0,6.0,"Lower-Mid (20-40K)","Poor"
121133055,28.0,"Male","Married","High School",55933.96,351043.18,677.0,19.8,"Full-Time","Personal","Other",0.500,2.0,12.0,4.78,"Approved","2020-03-06",2020.0,3.0,"Upper-Mid (40-60K)","Good"
715890475,43.0,"Male","Unknown","High School",21203.46,483519.01,850.0,31.5,"Full-Time","Car","Rent",0.270,2.0,180.0,5.11,"Approved","2018-06-25",2018.0,6.0,"Lower-Mid (20-40K)","Excellent"
451946753,57.0,"Female","Single","High School",18115.17,247530.12,788.0,11.1,"Full-Time","Home","Other",0.433,2.0,360.0,11.38,"Approved","2017-09-14",2017.0,9.0,"Low (<20K)","Very Good"
681881486,41.0,"Female","Widowed","High School",34444.04,451319.52,521.0,3.3,"Unemployed","Business","Rent",0.847,1.0,240.0,8.28,"Approved","2023-07-16",2023.0,7.0,"Lower-Mid (20-40K)","Poor"
235128658,23.0,"Male","Married","Bachelor",9871.75,287174.56,652.0,11.9,"Part-Time","Unknown","Mortgage",0.638,1.0,120.0,17.11,"Approved","2020-05-02",2020.0,5.0,"Low (<20K)","Fair"
443707786,19.0,"Female","Married","High School",15200.22,448210.07,675.0,20.9,"Unknown","Home","Other",0.692,1.0,36.0,20.97,"Approved","2019-12-18",2019.0,12.0,"Low (<20K)","Good"
857786338,38.0,"Other","Widowed","Bachelor",29984.64,64214.65,610.0,32.9,"Unemployed","Personal","Rent",0.690,2.0,36.0,21.73,"Approved","2020-03-04",2020.0,3.0,"Lower-Mid (20-40K)","Fair"
768446385,31.0,"Male","Unknown","High School",38347.03,285983.16,502.0,26.3,"Full-Time","Home","Mortgage",0.410,1.0,360.0,8.98,"Rejected","2024-11-13",2024.0,11.0,"Lower-Mid (20-40K)","Poor"
196734214,19.0,"Female","Married","Bachelor",37565.73,468273.24,679.0,19.7,"Full-Time","Home","Mortgage",0.627,0.0,120.0,21.80,"Rejected",NULL,NULL,NULL,"Lower-Mid (20-40K)","Good"
728233482,64.0,"Female","Married","High School",47861.98,47473.32,850.0,24.4,"Full-Time","Home","Mortgage",0.228,1.0,48.0,16.47,"Approved","2021-12-25",2021.0,12.0,"Upper-Mid (40-60K)","Excellent"
109858222,61.0,"Other","Single","High School",65140.70,334025.91,689.0,17.4,"Full-Time","Personal","Mortgage",0.714,3.0,24.0,12.88,"Approved","2024-04-01",2024.0,4.0,"High (60K+)","Good"
184529050,49.0,"Female","Married","Bachelor",29385.11,453307.30,529.0,6.9,"Unemployed","Car","Mortgage",0.734,1.0,240.0,10.77,"Rejected","2024-10-27",2024.0,10.0,"Lower-Mid (20-40K)","Poor"
308716654,40.0,"Unknown","Divorced","High School",44225.27,456062.38,639.0,1.5,"Full-Time","Home","Unknown",0.631,3.0,60.0,13.88,"Rejected","2024-04-30",2024.0,4.0,"Upper-Mid (40-60K)","Fair"
638310542,49.0,"Unknown","Single","Unknown",57910.90,123225.43,647.0,35.4,"Full-Time","Home","Own",0.268,1.0,60.0,19.73,"Approved","2019-03-16",2019.0,3.0,"Upper-Mid (40-60K)","Fair"
800793151,62.0,"Male","Single","Master",78078.18,203172.09,481.0,19.7,"Self-Employed","Car","Unknown",0.041,1.0,12.0,7.55,"Approved","2016-05-06",2016.0,5.0,"High (60K+)","Poor"
711959710,36.0,"Female","Single","Master",35229.70,476238.49,697.0,33.3,"Part-Time","Personal","Rent",0.628,0.0,120.0,8.57,"Approved","2017-04-26",2017.0,4.0,"Lower-Mid (20-40K)","Good"
144285101,23.0,"Male","Married","Unknown",48462.68,255909.75,842.0,10.9,"Unknown","Personal","Rent",0.432,4.0,60.0,19.58,"Approved","2020-12-30",2020.0,12.0,"Upper-Mid (40-60K)","Excellent"
747104344,55.0,"Male","Widowed","Bachelor",33257.31,358858.75,748.0,37.3,"Part-Time","Personal","Own",0.331,0.0,360.0,14.21,"Approved","2023-04-06",2023.0,4.0,"Lower-Mid (20-40K)","Very Good"
699944236,30.0,"Male","Married","Bachelor",15238.91,132308.64,696.0,8.8,"Self-Employed","Personal","Own",0.093,1.0,120.0,22.01,"Rejected","2016-12-31",2016.0,12.0,"Low (<20K)","Good"
334408888,70.0,"Female","Single","Unknown",46618.94,140417.30,666.0,37.7,"Part-Time","Car","Rent",0.034,3.0,12.0,5.43,"Approved","2018-05-10",2018.0,5.0,"Upper-Mid (40-60K)","Fair"
995710425,29.0,"Male","Married","High School",39047.69,168916.77,597.0,20.2,"Full-Time","Car","Own",0.296,1.0,12.0,7.68,"Approved","2016-11-12",2016.0,11.0,"Lower-Mid (20-40K)","Fair"
555336479,21.0,"Male","Divorced","High School",43126.23,485218.02,726.0,7.0,"Full-Time","Home","Rent",0.430,2.0,24.0,6.40,"Approved","2021-04-10",2021.0,4.0,"Upper-Mid (40-60K)","Good"
370628649,30.0,"Female","Single","Master",95888.09,160587.92,653.0,10.5,"Part-Time","Unknown","Own",0.204,1.0,120.0,20.04,"Approved","2023-09-04",2023.0,9.0,"High (60K+)","Fair"
347857240,44.0,"Female","Single","Bachelor",55748.21,161803.54,620.0,19.7,"Full-Time","Personal","Unknown",0.290,1.0,24.0,24.12,"Approved","2020-07-09",2020.0,7.0,"Upper-Mid (40-60K)","Fair"
232746830,25.0,"Male","Married","Master",27247.80,43995.04,700.0,13.2,"Unemployed","Home","Rent",0.360,3.0,60.0,16.87,"Rejected","2021-06-13",2021.0,6.0,"Lower-Mid (20-40K)","Good"
883829561,68.0,"Male","Married","Bachelor",25137.19,496429.85,850.0,1.0,"Unknown","Education","Own",0.159,1.0,360.0,21.42,"Approved","2025-12-28",2025.0,12.0,"Lower-Mid (20-40K)","Excellent"
341574223,25.0,"Female","Single","High School",29122.83,372948.32,658.0,2.5,"Full-Time","Home","Rent",0.235,0.0,48.0,9.88,"Approved","2020-03-04",2020.0,3.0,"Lower-Mid (20-40K)","Fair"
101168906,50.0,"Female","Single","Bachelor",46384.65,131466.67,751.0,26.9,"Full-Time","Personal","Mortgage",0.808,1.0,48.0,9.58,"Rejected","2017-04-13",2017.0,4.0,"Upper-Mid (40-60K)","Very Good"
493883263,44.0,"Male","Married","Master",45535.23,247530.12,736.0,39.3,"Full-Time","Personal","Mortgage",0.249,1.0,60.0,15.29,"Approved","2024-02-22",2024.0,2.0,"Upper-Mid (40-60K)","Good"
426072624,37.0,"Male","Unknown","High School",57161.15,325150.04,775.0,22.1,"Full-Time","Car","Mortgage",0.187,0.0,12.0,24.86,"Rejected","2016-08-08",2016.0,8.0,"Upper-Mid (40-60K)","Very Good"
605782747,36.0,"Male","Single","Bachelor",123336.33,371385.44,718.0,20.0,"Full-Time","Home","Own",0.781,1.0,240.0,12.47,"Rejected","2024-03-23",2024.0,3.0,"High (60K+)","Good"
612112428,21.0,"Female","Married","Unknown",12830.70,69232.39,645.0,30.8,"Part-Time","Home","Rent",0.396,2.0,180.0,3.13,"Approved","2019-06-22",2019.0,6.0,"Low (<20K)","Fair"
802091313,71.0,"Female","Single","Bachelor",15957.51,247530.12,841.0,22.2,"Unemployed","Personal","Own",0.387,0.0,24.0,13.88,"Approved","2016-01-08",2016.0,1.0,"Low (<20K)","Excellent"
164070685,56.0,"Female","Married","High School",20623.57,132697.69,646.0,26.2,"Part-Time","Business","Mortgage",0.177,2.0,240.0,12.31,"Approved","2020-03-28",2020.0,3.0,"Lower-Mid (20-40K)","Fair"
335530015,32.0,"Female","Single","Bachelor",45177.49,4028.60,600.0,39.8,"Part-Time","Home","Rent",0.651,0.0,120.0,11.07,"Rejected","2020-07-27",2020.0,7.0,"Upper-Mid (40-60K)","Fair"
954780936,57.0,"Female","Divorced","High School",20207.68,51728.15,786.0,15.4,"Self-Employed","Home","Own",0.515,0.0,60.0,14.59,"Approved","2024-03-01",2024.0,3.0,"Lower-Mid (20-40K)","Very Good"
346744318,23.0,"Male","Married","Phd",62528.45,53579.27,651.0,21.1,"Part-Time","Car","Mortgage",0.429,1.0,240.0,11.27,"Approved","2025-11-06",2025.0,11.0,"High (60K+)","Fair"
